city_name,city_lat,city_lon,country_code,year,temp_avg,months_represented,seasons_represented,tmax_c,tmin_c,temp_range,distance_km,valid_temp_weeks,lat_band_simple
Aasiaat,68.709,-52.864,GL,2000,-2.952,12,4,-0.344,-5.561,5.216,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2001,-2.875,12,4,-0.474,-5.277,4.803,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2002,-3.096,12,4,-0.57,-5.622,5.052,1.113,51,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2003,-1.414,12,4,1.253,-4.081,5.334,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2004,-2.714,12,4,-0.439,-4.989,4.55,1.113,53,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2005,-1.66,12,4,1.056,-4.376,5.432,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2006,-2.365,12,4,0.015,-4.745,4.761,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2007,-2.325,12,4,0.099,-4.748,4.848,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2008,-3.628,12,4,-1.013,-5.975,5.229,1.113,51,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2009,-2.385,12,4,0.044,-4.81,4.85,1.113,49,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2010,0.416,12,4,2.755,-1.922,4.677,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2011,-3.202,12,4,-0.593,-5.81,5.217,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2012,-3.266,12,4,1.066,-7.599,8.664,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2014,-3.619,12,4,0.872,-8.111,8.983,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2015,-5.399,12,4,-2.694,-8.104,5.41,1.113,53,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2016,-1.795,12,4,0.853,-4.443,5.296,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2017,-3.865,12,4,-1.042,-6.604,5.477,1.113,51,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2018,-4.253,12,4,-1.586,-6.92,5.335,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2019,-1.379,12,4,1.258,-4.016,5.275,1.113,50,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2020,-2.531,12,4,-0.15,-4.912,4.762,1.113,53,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2021,-1.784,12,4,0.906,-4.474,5.381,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2022,-2.84,12,4,-0.264,-5.416,5.152,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2023,-3.274,12,4,-0.889,-5.66,4.771,1.113,52,High Northern (>=45°N)
Aasiaat,68.709,-52.864,GL,2024,-2.826,12,4,-0.514,-5.137,4.623,1.113,52,High Northern (>=45°N)
Albion Park Rail,-34.566,150.792,AU,2000,16.736,12,4,22.352,11.12,11.233,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2001,17.042,12,4,22.539,11.545,10.994,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2002,16.607,12,4,22.566,10.647,11.918,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2003,16.681,12,4,22.086,11.275,10.811,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2004,17.051,12,4,22.742,11.36,11.382,0.326,53,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2005,16.989,12,4,22.852,11.125,11.727,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2006,16.751,12,4,22.56,10.942,11.618,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2007,17.177,12,4,22.511,11.843,10.668,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2008,16.458,12,4,21.931,10.985,10.946,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2009,17.35,12,4,22.882,11.817,11.065,0.326,53,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2010,17.121,12,4,22.265,11.976,10.289,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2011,16.802,12,4,21.93,11.674,10.256,0.326,51,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2012,16.533,12,4,22.075,10.991,11.084,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2013,17.278,12,4,22.954,11.601,11.353,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2014,17.293,12,4,22.632,11.953,10.679,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2015,17.267,12,4,22.537,11.997,10.54,0.326,53,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2016,17.875,12,4,23.334,12.416,10.918,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2017,17.589,12,4,23.233,11.945,11.288,0.326,51,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2018,17.137,12,4,22.847,11.427,11.419,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2019,17.644,12,4,23.516,11.773,11.743,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2020,17.547,12,4,22.716,12.379,10.337,0.326,53,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2021,16.806,12,4,21.911,11.701,10.21,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2022,17.229,12,4,21.76,12.698,9.062,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2023,17.724,12,4,23.333,12.115,11.218,0.326,52,Low Southern (0-45°S)
Albion Park Rail,-34.566,150.792,AU,2024,17.879,12,4,22.983,12.776,10.208,0.326,52,Low Southern (0-45°S)
Anahuac,22.203,-97.855,MX,2000,25.161,12,4,29.307,21.015,8.292,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2001,25.212,12,4,29.173,21.251,7.922,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2002,25.009,12,4,29.073,20.944,8.129,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2003,25.943,12,4,29.885,22.002,7.883,0.604,48,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2004,25.327,12,4,29.069,21.584,7.484,0.604,50,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2005,25.365,12,4,29.129,21.601,7.528,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2006,25.86,12,4,29.855,21.866,7.99,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2007,25.636,12,4,29.35,21.922,7.428,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2008,25.535,12,4,29.494,21.576,7.919,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2009,25.607,12,4,30.226,20.988,9.238,0.604,51,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2010,24.847,12,4,29.971,19.723,10.248,0.604,48,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2011,25.952,12,4,30.982,20.922,10.06,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2012,26.375,12,4,31.501,21.249,10.251,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2013,25.77,12,4,30.874,20.666,10.207,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2014,25.516,12,4,30.685,20.346,10.34,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2015,26.12,12,4,31.223,21.016,10.207,0.604,53,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2016,26.913,12,4,32.2,21.625,10.575,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2017,27.161,12,4,32.673,21.65,11.023,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2018,26.388,12,4,31.964,20.812,11.152,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2019,27.136,12,4,33.057,21.216,11.841,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2020,26.48,12,4,31.544,21.415,10.129,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2021,26.278,12,4,30.964,21.593,9.371,0.604,51,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2022,25.636,12,4,30.367,20.905,9.462,0.604,52,Low Northern (0-45°N)
Anahuac,22.203,-97.855,MX,2024,27.129,12,4,31.916,22.341,9.575,0.604,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2000,14.624,12,4,22.811,6.436,16.375,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2001,14.436,12,4,22.762,6.11,16.651,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2002,14.381,12,4,22.919,5.842,17.077,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2003,14.823,12,4,22.855,6.79,16.065,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2004,14.085,12,4,22.25,5.921,16.329,0.059,53,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2005,14.319,12,4,22.316,6.321,15.995,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2006,14.479,12,4,22.812,6.146,16.666,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2007,14.441,12,4,22.34,6.543,15.796,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2008,14.419,12,4,22.001,6.837,15.165,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2009,14.162,12,4,21.956,6.367,15.59,0.059,53,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2010,13.245,12,4,20.779,5.711,15.068,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2011,13.378,12,4,21.101,5.655,15.447,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2012,14.634,12,4,22.664,6.604,16.06,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2013,14.266,12,4,22.04,6.492,15.548,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2014,15.375,12,4,23.269,7.48,15.789,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2015,14.645,12,4,22.158,7.131,15.027,0.059,53,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2016,14.812,12,4,22.654,6.97,15.683,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2017,15.292,12,4,23.127,7.458,15.669,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2018,15.201,12,4,22.939,7.463,15.475,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2019,13.467,12,4,20.923,6.011,14.912,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2020,14.855,12,4,22.992,6.718,16.273,0.059,53,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2021,15.29,12,4,23.036,7.543,15.493,0.059,51,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2022,15.066,12,4,22.963,7.17,15.793,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2023,13.486,12,4,21.063,5.908,15.155,0.059,52,Low Northern (0-45°N)
Anza,33.555,-116.674,US,2024,14.795,12,4,22.987,6.602,16.385,0.059,52,Low Northern (0-45°N)
Atuona,-9.803,-139.042,PF,2000,26.117,12,4,29.773,22.46,7.314,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2001,26.667,12,4,30.445,22.89,7.555,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2002,27.003,12,4,30.857,23.149,7.708,1.058,50,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2003,27.259,12,4,31.384,23.135,8.249,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2004,26.949,12,4,30.711,23.187,7.525,1.058,53,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2005,26.93,12,4,30.911,22.95,7.961,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2006,26.742,12,4,30.69,22.785,7.895,1.058,50,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2007,26.839,12,4,30.891,22.786,8.105,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2008,26.521,12,4,30.506,22.536,7.97,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2009,27.129,12,4,31.012,23.245,7.767,1.058,53,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2010,26.969,12,4,30.813,23.125,7.689,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2011,26.188,12,4,29.586,22.789,6.798,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2012,27.071,12,4,31.079,23.064,8.016,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2013,27.078,12,4,31.082,23.073,8.009,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2014,27.0,12,4,31.022,22.978,8.044,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2015,27.459,12,4,31.568,23.351,8.218,1.058,53,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2016,27.492,12,4,31.325,23.659,7.667,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2017,26.971,12,4,30.772,23.171,7.601,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2018,26.633,12,4,30.534,22.733,7.802,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2019,27.257,12,4,31.271,23.242,8.029,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2020,27.122,12,4,30.991,23.252,7.739,1.058,53,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2021,26.676,12,4,30.36,22.991,7.369,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2022,26.547,12,4,30.518,22.577,7.941,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2023,27.474,12,4,31.359,23.59,7.77,1.058,52,Low Southern (0-45°S)
Atuona,-9.803,-139.042,PF,2024,27.633,12,4,31.598,23.668,7.93,1.058,52,Low Southern (0-45°S)
Bailingmiao,41.692,110.436,CN,2000,5.117,12,4,12.068,-1.834,13.902,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2001,5.83,12,4,12.524,-0.865,13.39,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2002,5.801,12,4,12.487,-0.886,13.373,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2003,5.05,12,4,11.39,-1.289,12.679,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2004,5.532,12,4,12.427,-1.364,13.792,0.921,53,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2005,5.807,12,4,12.857,-1.244,14.101,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2006,6.135,12,4,12.727,-0.458,13.185,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2007,6.421,12,4,13.151,-0.309,13.46,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2008,5.15,12,4,11.878,-1.578,13.456,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2009,5.493,12,4,12.587,-1.601,14.188,0.921,53,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2010,5.605,12,4,12.079,-0.87,12.949,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2011,5.071,12,4,11.915,-1.774,13.689,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2012,4.641,12,4,11.373,-2.091,13.463,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2013,5.739,12,4,13.146,-1.669,14.815,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2014,6.128,12,4,13.182,-0.927,14.108,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2015,5.301,12,4,12.215,-1.612,13.827,0.921,53,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2016,5.437,12,4,12.278,-1.404,13.682,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2017,6.475,12,4,13.613,-0.663,14.276,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2018,6.076,12,4,12.821,-0.669,13.489,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2019,5.51,12,4,12.731,-1.711,14.442,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2020,4.601,12,4,12.865,-3.663,16.528,0.921,53,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2021,6.289,12,4,14.369,-1.791,16.16,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2022,6.162,12,4,14.386,-2.062,16.447,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2023,6.955,12,4,15.021,-1.111,16.132,0.921,52,Low Northern (0-45°N)
Bailingmiao,41.692,110.436,CN,2024,6.993,12,4,14.713,-0.727,15.44,0.921,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2000,9.36,12,4,17.447,1.273,16.174,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2001,9.59,12,4,17.667,1.513,16.155,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2002,8.874,12,4,16.683,1.065,15.618,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2003,9.425,12,4,17.154,1.695,15.458,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2004,9.033,12,4,16.995,1.071,15.924,0.083,53,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2005,10.161,12,4,18.154,2.169,15.985,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2006,10.234,12,4,18.426,2.043,16.384,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2007,10.164,12,4,18.401,1.927,16.474,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2008,8.43,12,4,16.052,0.809,15.243,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2009,7.269,12,4,14.446,0.092,14.354,0.083,53,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2010,8.16,12,4,15.535,0.785,14.75,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2011,8.775,12,4,16.055,1.495,14.561,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2012,11.547,12,4,18.976,4.119,14.858,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2013,8.822,12,4,15.452,2.192,13.26,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2014,8.955,12,4,15.815,2.096,13.718,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2015,9.329,12,4,17.111,1.548,15.562,0.083,53,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2016,9.934,12,4,17.836,2.032,15.804,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2017,9.409,12,4,16.641,2.177,14.463,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2018,8.755,12,4,14.236,3.275,10.961,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2019,6.104,12,4,13.332,-1.125,14.458,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2020,8.7,12,4,16.658,0.742,15.917,0.083,53,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2021,9.82,12,4,17.998,1.643,16.355,0.083,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2022,8.761,12,4,16.084,1.438,14.646,34.028,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2023,8.38,12,4,15.465,1.295,14.17,34.028,52,Low Northern (0-45°N)
Belle Fourche,44.671,-103.852,US,2024,9.417,12,4,16.929,1.905,15.024,34.028,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2000,29.348,12,4,36.508,22.188,14.32,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2001,29.402,12,4,36.601,22.161,14.398,0.447,51,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2002,29.848,12,4,37.052,22.689,14.409,0.447,50,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2003,29.746,12,4,36.975,22.516,14.459,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2004,29.633,12,4,36.712,22.555,14.157,0.447,53,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2006,29.658,12,4,36.647,22.668,13.978,0.447,47,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2009,30.733,12,4,37.91,23.556,14.353,0.447,53,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2010,30.716,12,4,37.939,23.492,14.447,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2011,30.634,12,4,37.986,23.281,14.705,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2012,30.053,12,4,36.928,23.179,13.749,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2013,30.456,12,4,37.586,23.326,14.26,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2014,29.959,12,4,36.827,23.092,13.735,0.447,51,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2015,29.473,12,4,36.383,22.563,13.821,0.447,53,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2016,30.081,12,4,36.822,23.339,13.483,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2017,30.039,12,4,37.103,22.975,14.129,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2018,29.879,12,4,36.862,22.895,13.966,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2019,30.119,12,4,37.147,23.091,14.055,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2020,30.016,12,4,37.014,23.017,13.998,0.447,53,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2021,30.542,12,4,38.12,22.907,15.155,0.447,51,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2022,29.753,12,4,36.897,22.608,14.289,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2023,30.755,12,4,38.094,23.416,14.679,0.447,52,Low Northern (0-45°N)
Birni N Konni,13.796,5.25,NE,2024,30.014,12,4,36.803,23.226,13.578,0.447,52,Low Northern (0-45°N)
Boguchany,58.383,97.449,RU,2000,-2.748,12,4,2.501,-7.997,10.498,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2001,-0.855,12,4,4.293,-6.003,10.296,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2002,0.51,12,4,5.907,-4.886,10.793,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2003,0.432,12,4,5.99,-5.127,11.117,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2004,-0.712,12,4,4.4,-5.824,10.223,0.068,53,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2005,-0.349,12,4,4.824,-5.522,10.346,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2006,-2.01,12,4,3.597,-7.616,11.214,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2007,1.03,12,4,6.356,-4.296,10.652,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2008,0.119,12,4,5.196,-4.958,10.154,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2009,-3.093,12,4,2.482,-8.667,11.149,0.068,53,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2010,-2.542,12,4,2.759,-7.844,10.602,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2011,0.476,12,4,5.917,-4.964,10.881,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2012,-1.689,12,4,3.808,-7.187,10.995,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2013,-0.219,12,4,5.182,-5.621,10.802,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2014,-1.101,12,4,4.604,-6.807,11.411,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2015,0.034,12,4,5.824,-5.756,11.58,0.068,53,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2016,-1.685,12,4,4.436,-7.807,12.243,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2017,-0.121,12,4,5.587,-5.828,11.415,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2018,-1.067,12,4,4.767,-6.902,11.668,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2019,0.433,12,4,5.851,-4.985,10.836,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2020,1.09,12,4,6.474,-4.294,10.768,0.068,53,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2021,-1.276,12,4,4.603,-7.156,11.758,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2022,-1.092,12,4,4.522,-6.705,11.227,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2023,-0.614,12,4,5.42,-6.648,12.068,0.068,52,High Northern (>=45°N)
Boguchany,58.383,97.449,RU,2024,0.263,12,4,5.846,-5.321,11.167,0.068,52,High Northern (>=45°N)
Bohicon,7.178,2.067,BJ,2000,28.287,12,4,33.032,23.565,9.446,1.253,49,Low Northern (0-45°N)
Bohicon,7.178,2.067,BJ,2001,28.265,12,4,32.739,23.79,8.948,1.253,51,Low Northern (0-45°N)
Bohicon,7.178,2.067,BJ,2002,28.311,12,4,32.771,23.85,8.922,1.253,50,Low Northern (0-45°N)
Bohicon,7.178,2.067,BJ,2003,28.525,12,4,33.073,23.976,9.097,1.253,51,Low Northern (0-45°N)
Bohicon,7.178,2.067,BJ,2004,28.137,12,4,32.673,23.601,9.072,1.253,53,Low Northern (0-45°N)
Bohicon,7.178,2.067,BJ,2005,28.305,12,4,32.87,23.74,9.13,1.253,51,Low Northern (0-45°N)
Bohicon,7.178,2.067,BJ,2008,28.29,12,4,33.13,23.451,9.679,1.253,51,Low Northern (0-45°N)
Bohicon,7.178,2.067,BJ,2009,28.425,12,4,33.193,23.657,9.536,1.253,53,Low Northern (0-45°N)
Bohicon,7.178,2.067,BJ,2010,28.721,12,4,33.218,24.223,8.994,1.253,52,Low Northern (0-45°N)
