city_name,city_lat,city_lon,country_code,year,temp_avg,months_represented,seasons_represented,tmax_c,tmin_c,temp_range,distance_km,valid_temp_weeks,lat_band_simple
Cuenca,40.067,-2.133,ES,2016,14.317,12,4,20.647,7.986,12.661,0.406,52,Low Northern (0-45°N)
Cuenca,40.067,-2.133,ES,2017,15.022,12,4,22.104,7.94,14.165,0.406,52,Low Northern (0-45°N)
Cuenca,40.067,-2.133,ES,2018,13.872,12,4,19.944,7.8,12.144,0.406,52,Low Northern (0-45°N)
Cuenca,40.067,-2.133,ES,2019,14.549,12,4,21.309,7.79,13.52,0.406,52,Low Northern (0-45°N)
Cuenca,40.067,-2.133,ES,2020,14.47,12,4,20.822,8.118,12.704,0.406,53,Low Northern (0-45°N)
Cuenca,40.067,-2.133,ES,2021,14.48,12,4,20.79,8.17,12.62,0.406,52,Low Northern (0-45°N)
Cuenca,40.067,-2.133,ES,2022,15.732,12,4,22.363,9.101,13.262,0.406,52,Low Northern (0-45°N)
Cuenca,40.067,-2.133,ES,2023,15.183,12,4,22.174,8.193,13.981,0.406,52,Low Northern (0-45°N)
Cuenca,40.067,-2.133,ES,2024,15.28,12,4,21.731,8.828,12.903,0.406,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2000,13.449,12,4,20.067,6.831,13.235,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2001,13.548,12,4,20.16,6.937,13.223,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2002,13.708,12,4,19.913,7.504,12.409,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2003,14.087,12,4,20.326,7.848,12.478,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2004,12.975,12,4,19.225,6.725,12.5,0.364,53,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2005,13.104,12,4,19.872,6.337,13.536,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2006,14.189,12,4,20.737,7.642,13.095,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2007,12.917,12,4,19.712,6.121,13.59,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2008,13.058,12,4,19.674,6.443,13.232,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2009,13.952,12,4,20.758,7.147,13.611,0.364,53,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2010,12.716,12,4,19.054,6.378,12.676,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2011,14.053,12,4,21.085,7.022,14.063,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2012,13.591,12,4,20.603,6.58,14.023,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2013,12.715,12,4,18.975,6.454,12.521,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2014,13.823,12,4,20.41,7.236,13.175,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2015,13.532,12,4,20.626,6.438,14.188,0.364,53,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2016,13.351,12,4,20.144,6.558,13.585,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2017,13.691,12,4,21.433,5.948,15.485,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2018,13.107,12,4,19.48,6.733,12.747,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2019,13.523,12,4,20.717,6.33,14.387,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2020,13.552,12,4,20.363,6.741,13.622,0.364,53,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2021,13.152,12,4,19.831,6.474,13.358,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2022,14.613,12,4,21.723,7.502,14.221,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2023,14.284,12,4,21.464,7.104,14.36,0.364,52,Low Northern (0-45°N)
Daroca,41.115,-1.415,ES,2024,14.208,12,4,20.957,7.458,13.499,0.364,52,Low Northern (0-45°N)
Deer Lake,49.167,-57.432,CA,2000,5.322,12,4,9.588,1.056,8.532,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2001,5.544,12,4,9.948,1.141,8.807,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2002,4.174,12,4,8.331,0.016,8.315,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2003,5.081,12,4,9.645,0.518,9.127,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2004,5.005,12,4,9.474,0.537,8.937,0.121,53,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2005,5.45,12,4,10.111,0.79,9.321,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2006,6.242,12,4,10.722,1.762,8.96,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2007,4.971,12,4,9.37,0.573,8.797,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2008,5.325,12,4,10.265,0.386,9.879,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2009,5.102,12,4,9.606,0.598,9.008,0.121,53,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2010,7.107,12,4,11.23,2.983,8.246,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2011,5.333,12,4,9.906,0.76,9.146,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2012,6.459,12,4,11.255,1.663,9.593,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2013,5.484,12,4,10.03,0.937,9.092,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2014,5.5,12,4,10.322,0.677,9.645,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2015,4.132,12,4,8.988,-0.723,9.711,0.121,53,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2016,5.312,12,4,9.829,0.796,9.033,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2017,4.875,12,4,9.342,0.408,8.933,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2019,4.472,12,4,8.928,0.016,8.912,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2020,4.888,12,4,9.894,-0.117,10.011,0.121,53,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2022,6.082,12,4,11.578,0.587,10.991,0.121,52,High Northern (>=45°N)
Deer Lake,49.167,-57.432,CA,2023,4.842,12,4,10.853,-1.17,12.023,0.121,52,High Northern (>=45°N)
Denham,-25.927,113.533,AU,2000,22.569,12,4,27.335,17.804,9.53,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2001,21.938,12,4,26.602,17.275,9.327,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2002,21.978,12,4,26.974,16.982,9.991,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2003,22.059,12,4,26.879,17.239,9.64,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2004,21.886,12,4,26.298,17.474,8.824,0.157,53,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2005,21.665,12,4,25.999,17.331,8.668,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2006,22.472,12,4,27.274,17.669,9.605,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2007,22.534,12,4,26.843,18.225,8.617,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2008,22.466,12,4,26.806,18.127,8.679,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2009,22.859,12,4,27.012,18.706,8.306,0.157,53,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2010,22.949,12,4,27.212,18.686,8.526,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2011,23.594,12,4,27.71,19.478,8.232,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2012,23.374,12,4,27.572,19.176,8.396,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2013,22.887,12,4,27.744,18.03,9.714,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2014,23.083,12,4,27.547,18.619,8.928,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2015,23.092,12,4,27.597,18.587,9.01,0.157,53,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2016,22.08,12,4,26.171,17.989,8.182,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2017,22.329,12,4,26.841,17.817,9.025,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2018,22.075,12,4,26.361,17.788,8.574,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2019,22.51,12,4,27.165,17.854,9.311,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2020,22.808,12,4,28.317,17.298,11.019,5.818,53,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2021,22.821,12,4,27.244,18.397,8.847,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2022,22.607,12,4,27.261,17.952,9.309,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2023,23.297,12,4,28.124,18.471,9.653,0.157,52,Low Southern (0-45°S)
Denham,-25.927,113.533,AU,2024,23.837,12,4,30.099,17.575,12.524,5.818,52,Low Southern (0-45°S)
Dupree,45.047,-101.601,US,2000,7.598,12,4,14.573,0.624,13.949,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2001,8.219,12,4,15.154,1.284,13.869,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2002,8.146,12,4,15.417,0.875,14.542,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2003,8.317,12,4,15.193,1.441,13.752,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2004,8.031,12,4,14.934,1.129,13.805,0.115,53,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2005,8.966,12,4,15.979,1.953,14.026,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2006,9.485,12,4,16.886,2.085,14.8,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2007,9.153,12,4,16.174,2.132,14.042,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2008,7.069,12,4,13.988,0.151,13.838,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2009,6.055,12,4,12.466,-0.356,12.821,0.115,53,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2010,7.184,12,4,13.501,0.867,12.634,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2011,7.266,12,4,13.879,0.653,13.226,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2012,9.827,12,4,17.625,2.029,15.596,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2013,8.309,12,4,15.436,1.182,14.254,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2014,7.824,12,4,14.826,0.823,14.003,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2015,9.75,12,4,17.445,2.055,15.391,0.115,53,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2016,10.418,12,4,18.224,2.613,15.611,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2017,9.342,12,4,17.104,1.579,15.525,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2018,7.978,12,4,15.294,0.662,14.632,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2019,6.569,12,4,13.115,0.022,13.093,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2020,9.002,12,4,16.599,1.405,15.195,0.115,53,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2021,10.125,12,4,18.212,2.037,16.175,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2022,8.845,12,4,16.731,0.958,15.773,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2023,9.314,12,4,16.793,1.834,14.958,0.115,52,High Northern (>=45°N)
Dupree,45.047,-101.601,US,2024,10.012,12,4,17.608,2.416,15.192,0.115,52,High Northern (>=45°N)
Ebaye,8.775,167.739,MH,2000,27.557,12,4,29.64,25.474,4.166,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2001,28.079,12,4,30.176,25.981,4.195,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2002,28.323,12,4,30.493,26.154,4.338,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2003,28.316,12,4,30.453,26.179,4.273,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2004,28.55,12,4,30.815,26.285,4.53,4.659,53,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2005,28.453,12,4,30.571,26.336,4.235,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2006,28.118,12,4,30.252,25.984,4.267,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2007,28.151,12,4,30.203,26.098,4.104,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2008,27.579,12,4,29.648,25.509,4.139,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2009,28.042,12,4,30.328,25.757,4.571,4.659,50,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2010,28.176,12,4,30.5,25.852,4.648,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2011,28.037,12,4,30.484,25.59,4.894,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2012,28.34,12,4,30.749,25.932,4.816,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2013,28.538,12,4,30.92,26.156,4.764,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2014,28.497,12,4,30.933,26.061,4.872,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2015,28.254,12,4,30.605,25.904,4.701,4.659,53,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2016,28.51,12,4,31.052,25.968,5.084,4.659,49,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2017,28.672,12,4,31.093,26.25,4.844,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2018,28.259,12,4,30.547,25.971,4.576,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2019,28.565,12,4,30.847,26.282,4.565,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2020,28.681,12,4,30.967,26.395,4.572,4.659,53,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2021,28.271,12,4,30.68,25.861,4.819,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2022,27.886,12,4,30.157,25.614,4.543,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2023,28.29,12,4,30.491,26.088,4.403,4.659,52,Low Northern (0-45°N)
Ebaye,8.775,167.739,MH,2024,28.4,12,4,30.544,26.255,4.29,4.659,52,Low Northern (0-45°N)
Ezeiza,-34.854,-58.525,AR,2000,17.146,12,4,23.17,11.122,12.048,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2001,17.823,12,4,23.745,11.9,11.845,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2002,17.634,12,4,23.645,11.624,12.021,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2003,16.915,12,4,23.14,10.69,12.45,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2004,17.499,12,4,23.882,11.116,12.766,3.747,53,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2005,17.341,12,4,23.803,10.472,12.923,3.747,49,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2006,17.145,12,4,23.903,10.386,13.517,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2007,16.304,12,4,22.834,9.773,13.062,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2008,17.765,12,4,24.144,11.386,12.758,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2009,17.835,12,4,24.581,11.09,13.492,3.747,53,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2010,17.224,12,4,23.58,10.867,12.713,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2011,17.589,12,4,24.107,11.072,13.035,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2012,18.124,12,4,24.514,11.735,12.779,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2013,17.603,12,4,24.261,10.981,13.317,3.747,50,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2014,18.16,12,4,24.496,11.684,12.672,3.747,51,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2015,18.357,12,4,24.689,12.026,12.663,3.747,53,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2016,17.177,12,4,23.453,10.9,12.553,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2017,18.55,12,4,24.662,12.438,12.223,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2018,18.099,12,4,24.274,12.059,12.351,3.747,51,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2019,17.853,12,4,24.117,11.605,12.497,3.747,51,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2020,17.808,12,4,24.788,10.828,13.96,3.747,53,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2021,18.025,12,4,25.029,11.021,14.008,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2022,17.855,12,4,25.057,10.652,14.405,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2023,18.526,12,4,24.85,12.203,12.646,3.747,52,Low Southern (0-45°S)
Ezeiza,-34.854,-58.525,AR,2024,17.772,12,4,23.798,11.912,12.052,3.747,51,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2000,19.185,12,4,26.915,11.455,15.46,0.918,50,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2002,19.576,12,4,27.898,11.254,16.645,0.918,48,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2004,20.394,12,4,28.491,12.297,16.194,0.918,53,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2005,19.521,12,4,27.535,11.508,16.026,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2006,19.537,12,4,26.823,12.25,14.574,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2007,19.674,12,4,27.774,11.573,16.202,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2008,19.959,12,4,27.99,11.927,16.063,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2009,19.876,12,4,27.8,11.951,15.848,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2010,20.407,12,4,28.331,12.482,15.848,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2011,19.235,12,4,26.574,11.896,14.679,0.918,51,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2013,19.085,12,4,27.377,10.793,16.584,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2014,19.647,12,4,27.891,11.402,16.488,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2015,19.75,12,4,27.763,11.738,16.025,0.918,53,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2016,20.614,12,4,29.177,12.051,17.126,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2017,19.687,12,4,28.028,11.346,16.682,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2018,19.731,12,4,28.366,11.097,17.269,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2019,20.807,12,4,29.52,12.095,17.425,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2020,19.95,12,4,28.322,11.578,16.744,0.918,53,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2021,19.817,12,4,28.272,11.361,16.911,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2022,20.01,12,4,27.895,12.125,15.77,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2023,19.58,12,4,28.402,10.759,17.643,0.918,52,Low Southern (0-45°S)
Fort Beaufort,-32.775,26.634,ZA,2024,20.419,12,4,29.419,11.419,18.0,0.918,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2000,17.957,12,4,24.377,11.538,12.84,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2001,18.921,12,4,25.226,12.616,12.611,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2002,18.569,12,4,25.063,12.076,12.987,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2003,18.323,12,4,25.161,11.486,13.675,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2004,18.64,12,4,25.569,11.566,13.859,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2005,17.97,12,4,24.614,11.222,13.289,2.667,51,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2006,18.787,12,4,26.05,11.343,14.526,2.667,51,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2009,19.044,12,4,26.332,11.399,14.576,2.667,48,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2010,17.853,12,4,24.623,11.083,13.54,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2011,18.146,12,4,24.999,11.294,13.704,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2012,18.932,12,4,25.75,12.114,13.636,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2013,18.596,12,4,25.613,11.579,14.033,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2015,19.228,12,4,25.742,12.714,13.028,2.667,53,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2016,18.023,12,4,24.203,11.843,12.359,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2017,19.134,12,4,25.683,12.585,13.098,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2018,18.732,12,4,25.742,11.721,14.021,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2019,18.397,12,4,25.101,11.692,13.41,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2020,18.972,12,4,26.928,11.016,15.912,2.667,53,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2021,18.648,12,4,26.313,10.983,15.33,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2022,18.545,12,4,26.67,10.42,16.25,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2023,19.658,12,4,26.471,12.846,13.626,2.667,52,Low Southern (0-45°S)
Funes,-32.916,-60.81,AR,2024,19.04,12,4,25.616,12.571,13.151,2.667,51,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2000,14.191,12,4,20.083,8.298,11.786,0.284,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2001,14.135,12,4,20.247,8.022,12.225,0.284,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2002,14.715,12,4,21.576,7.853,13.723,0.284,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2003,14.234,12,4,20.4,8.068,12.333,0.284,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2004,14.616,12,4,21.258,7.973,13.286,0.284,53,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2005,15.012,12,4,21.379,8.644,12.735,0.284,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2006,14.436,12,4,20.862,8.01,12.851,0.284,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2007,14.467,12,4,20.537,8.398,12.139,0.284,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2008,13.876,12,4,20.048,7.705,12.343,0.284,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2009,15.079,12,4,21.405,8.753,12.651,0.284,53,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2010,14.163,12,4,19.518,8.808,10.71,0.284,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2011,13.896,12,4,19.666,8.126,11.54,0.284,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2012,13.785,12,4,20.133,7.436,12.698,0.284,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2013,13.791,12,4,20.204,7.378,12.826,6.176,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2014,14.317,12,4,20.772,7.862,12.911,6.176,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2015,13.994,12,4,20.065,7.923,12.142,6.176,53,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2016,14.218,12,4,20.527,7.908,12.619,6.176,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2017,14.009,12,4,20.692,7.326,13.366,6.176,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2018,14.425,12,4,21.35,7.5,13.85,6.176,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2019,15.19,12,4,22.59,7.79,14.8,6.176,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2020,13.457,12,4,19.172,7.741,11.431,6.176,53,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2021,13.29,12,4,19.256,7.324,11.932,6.176,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2022,13.182,12,4,18.807,7.557,11.25,6.176,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2023,14.486,12,4,21.417,7.554,13.862,6.176,52,Low Southern (0-45°S)
Glen Innes,-29.735,151.738,AU,2024,14.865,12,4,20.979,8.752,12.227,6.176,52,Low Southern (0-45°S)
Guiping,23.395,110.074,CN,2000,22.727,12,4,26.337,19.118,7.218,1.054,52,Low Northern (0-45°N)
Guiping,23.395,110.074,CN,2001,22.644,12,4,26.004,19.283,6.721,1.054,52,Low Northern (0-45°N)
Guiping,23.395,110.074,CN,2002,22.818,12,4,26.063,19.573,6.49,1.054,52,Low Northern (0-45°N)
Guiping,23.395,110.074,CN,2003,23.33,12,4,27.044,19.616,7.429,1.054,52,Low Northern (0-45°N)
Guiping,23.395,110.074,CN,2004,22.589,12,4,26.366,18.812,7.554,1.054,53,Low Northern (0-45°N)
Guiping,23.395,110.074,CN,2005,23.094,12,4,26.615,19.573,7.042,1.054,52,Low Northern (0-45°N)
Guiping,23.395,110.074,CN,2006,23.425,12,4,27.101,19.748,7.353,1.054,52,Low Northern (0-45°N)
